abstract,new_old,serious
cutaneous squamous cell carcinoma  cuscc  accounts approximately NUM  skin cancers one common cancers north america   standard treatment locally advanced cuscc surgery followed adjuvant radiotherapy  rt    patients presenting locally advanced recurrent disease often elderly immunosuppressed  may medically inoperable technically unresectable   patients traditionally treated radiotherapy alone since adding concurrent chemotherapy may well tolerated group   risk locoregional recurrence NUM  rt alone  compared NUM  treated surgery rt   cetuximab antagonistic monoclonal chimeric iggNUM antibody binds epidermal growth factor receptor  egfr    egfr overexpression cuscc varies NUM-NUM  patients   small  single institutional studies retrospectively reported synergistic activity combining cetuximab rt  crt  treatment metastatic unresectable cuscc   preparation larger phase ii study  project prospectively identified patients unresectable cuscc candidates crt   methods materials  three patients treated crt last NUM months   data regarding patient outcome tolerability collected prospectively   cetuximab delivered weekly  first dose timed loading dose  NUM mg mNUM  seven days prior initiation radiotherapy   concurrent radiation  weekly doses cetuximab administered dose NUM mg mNUM  radiation doses varied patients  NUM cgy NUM   n   NUM  NUM cgy NUM   n   NUM    results  median age cohort NUM years   male patients  karnofsky performance scores  gtoreq  NUM   two patients treated primary scc  tNUMnNUMmNUM tNUMnNUMmNUM  third patient treated recurrent disease   notably  one patient presented waldenstrom macroglobulinemia   treatment well tolerated  felt comparable treatment rt alone   one patient developed grade NUM acneiform skin reaction likely related cetuximab   one patient developed acute coronary syndrome  grade NUM   likely unrelated therapy   two patients complete response treatment   first patient remission NUM months second patient remission NUM months   third patient completed crt two months ago waiting reassessment   conclusions  despite frailty cohort  crt well tolerated produced exceptional clinical outcomes  limitations study include small sample size nonrandomization   study serve basis larger  prospective  randomized phase ii study development,old,Non-Serious
hypothyroidism common condition  particularly older population   thyroid hormone requirements change age serum tsh levels also alter  especially older patients   however  practice laboratory reference ranges thyroid function age-specific treatment older patients achieve similar target thyroid function level younger age groups   methods  dual centre  single blind  randomised controlled trial conducted determine feasibility future definitive rct hypothyroid individuals aged NUM years older treated levothyroxine   potential participants identified NUM research-active gp practices  n   NUM   opportunistic invitations  n   NUM  response publicity  n   NUM    participants randomly allocated either usual  NUM NUM-NUM NUM mu l  higher  NUM NUM-NUM NUM mu l  target serum tsh range   information participants  willingness enter trial  acceptability study design  length time complete recruitment dose titration strategy collected   results  fifteen percent  NUM NUM  potentially eligible hypothyroid individuals consented participate trial NUM randomised trial medication NUM weeks  giving recruitment rate NUM     recruitment averaged NUM NUM participants per month approximately NUM months   eight participants withdrew  NUM NUM NUM NUM usual higher tsh arms  respectively  commonest reason cited  NUM patients  tiredness   interestingly  NUM NUM participants withdrew site required visit research facility whereas NUM NUM participants withdrew site offered home visits   higher tsh arm  participants completed study  approximately half participants  NUM NUM  reached target tsh  conclusions  feasible perform randomised controlled trial thyroid hormones hypothyroid patients aged NUM older   definitive trial would require collaboration large number general practices provision home visits achieve recruitment time target   power calculations take account approximately NUM   approached randomised NUM NUM participants likely withdraw study   finally  several dose adjustments may required achieve target serum tsh levels age group   trial registration  isrctn number  NUM registered NUM june NUM clinicaltrial gov number  nctNUM eudract number  NUM-NUM-NUM,old,Death / Life Threatening
metformin rarely associated hepatotoxicity   report case metformin associated hepatotoxicity presenting autoimmune hepatitis  aih  rapidly improved withdrawal drug  NUM year old woman tNUMdm metformin NUMmg bid presents cirrhosis abnormal liver tests NUM ast NUM  alt NUM  alk p NUM  tb NUM NUM  db NUM NUM  tp NUM NUM  alb NUM NUM   upon referral gi NUM tests  ast NUM  alt NUM  alk p NUM  tb NUM NUM  db NUM NUM  tp NUM NUM  alb NUM NUM   evaluation revealed negative viral serology hbv hcv immune hav   ana NUM NUM   anti-smooth muscle  anti-lkm anti-mitochondrial antibody negative   anti-dsdna negative   esr NUM plt NUM   patient underwent liver biopsy confirmed stage NUM bridging fibrosis grade NUM-NUM chronic hepatitis   findings consistent aih prednisone NUM mg started   prednisone tapered azathioprine  aza  NUM mg started   esr decreased NUM  ana decreased NUM NUM alt remained NUM   NUM months treatment aza increased NUMmg   patient developed arthralgia steroids therefore restarted  anti-ssa ssb positive consistent  diagnostic sjogren   prednisone slowly tapered alt reached NUM alk p still NUM   briefly steroids restarted due arthralgia   metformin increased NUM bid due steroid induced hyperglycemia   patient developed pancytopenia without iron deficiency aza discontinued   metformin increased NUM mg bid improved glucose control   alk p continued rise max NUM feb NUM point metformin induced cholestatic liver injury considered discontinued   repeat labs NUM weeks later showed downward trend alk p NUM  reaching nadir NUM alt NUM march NUM   posit decade metformin induced liver damage may caused autoimmune type picture patient   cioms score drug induced liver disease causality NUM  probable    cholestatic pattern consistent known case reports   table presented,old,Non-Serious
study performed investigate effects metformin controlled ovarian stimulation  cos   vitro fertilization  ivf  outcomes  follicular fluid  ff  adiponectin  tumor necrosis factor- alpha   tnf- alpha   interlekin-NUM  il-NUM  concentrations patients polycystic ovary syndrome  pcos  undergoing ivf   design  prospective randomized double blind study   materialsandmethods  twenty-four infertile patients withpcos recruited university-based infertility clinic asan medical center  seoul  korea   pcos diagnosis based revised pcos diagnostic criteria NUM rotterdam consensus   patients pretreated NUM weeks withmonophasic oral contraceptive  oc  yasmin  bayer schering pharma  berlin  germany  cos   five days oc discontinuation  cos ivf icsi commenced   gnrh antagonist protocol used cos subjects   patients randomly allocated metformin control groups  using sealed envelopes   metformin group  metformin NUM mg twice day given day oc commencement continued day oocyte pick-up  opu    placebo group  placebo NUM tablet twice day given period   results  significant differences patient characteristics metformin control groups   metformin group  two patients suffered nausea diarrhea withdrawn study   control group  patient asked withdrawal withdrawn study   total dose recombinant human fsh  rhfsh  used cos lower treatment group NUM NUM   -  NUM NUM iu compared NUM NUM   -  NUM NUM iu placebo group  difference achieve statistical significance   numbers oocytes retrieved  mature oocytes fertilized oocytes comparable two groups  however  number grade ii embryos significantly higher metformin group control group  p   NUM NUM    ff adiponectin levels significantly higher metformin group  p   NUM NUM  ff tnf- alpha  ff il-NUM concentrations significantly lower metformin group  p   NUM NUM  p   NUM NUM  respectively    clinical pregnancy rate significantly higher metformin group NUM NUM   NUM NUM  compared NUM NUM   NUM NUM  control group  p   NUM NUM    embryo implantation rate also significantly higher metformin group  p   NUM NUM    conclusions  metformin supplementation cos period increases ff adiponectin concentrations reduces ff tnf- alpha  il-NUM concentrations  also improves embryo quality increase clinical pregnancy embryo implantation rates infertile patients pcos undergoing ivf,old,Non-Serious
mpn-associated myelofibrosis myeloproliferative neoplasm characterized bone marrow fibrosis  cytopenias  splenomegaly constitutional symptoms   pomalidomide  immune-modifying drug  reported improve anaemia thrombocytopenia patients mpn-associated myelofibrosis   designed phase-NUM study pomalidomide patients mpn-associated myelofibrosis anaemia thrombocytopenia neutropenia   subjects received pomalidomide NUM NUM mg d cohort-NUM  n NUM  NUM NUM mg d cohort-NUM  n NUM    prednisolone added response NUM months cohort-NUM based up-front randomization cohort-NUM response NUM NUM months   response rates NUM   NUM -confidence interval  ci   NUM-NUM   cohort-NUM NUM   NUM -ci  NUM-NUM   cohort-NUM   multivariable logistic regression model pomalidomide NUM NUM mg d  odds ratio    NUM NUM  NUM -ci  NUM NUM-NUM NUM  p NUM NUM  mutated tetNUM   NUM NUM  NUM -ci  NUM NUM-NUM NUM  p NUM NUM  significantly associated responses   median duration responses NUM NUM months  range NUM NUM-NUM NUM    significant difference response rates duration subjects receiving receiving prednisolone   clinical trial mpnsg NUM-NUM registered clinicaltrials gov  nctNUM  clinicaltrialsregister eu  eudract number  NUM-NUM-NUM  leukemia accepted article preview online  NUM october NUM  doi NUM NUM leu NUM NUM,old,Serious
several studies revealed addition cetuximab standard first-line chemotherapy regimens significantly improves clinical outcomes colorectal cancer patients across world   however  efficacy safety cetuximab-based combination chemotherapy well described japan    study evaluate efficacy safety first-line chemotherapy combination cetuximab patients advanced metastatic kras wild-type colorectal cancer japan   methods  prospective  multicenter  observational study conducted NUM affiliated medical institutions  total  NUM patients NUM NUM enrolled   eligibility criteria follows  NUM  histologically confirmed advanced metastatic kras wild-type colorectal cancer NUM  cetuximab-based chemotherapy administered first-line treatment   examined response rates  adverse events  overall progression free survivals patients   results  first-line cetuximab-based therapies administered follows  NUM patients received combination infusional fluorouracil  leucovorin  oxaliplatin  folfox  NUM NUM    NUM patients received combination capecitabine  oxaliplatin  xelox  NUM NUM    NUM patients received combination infusional fluorouracil  leucovorin  irinotecan  folfiri  NUM NUM     overall response rate  includes complete partial response  NUM   NUM NUM   forty-eight patients initially diagnosed unresectable lesions  NUM    NUM NUM   NUM NUM  converted resectable status cetuximab-based combination chemotherapy   median overall progression-free survivals NUM NUM days  respectively   frequent grade NUM NUM adverse event neutropenia  occurred NUM NUM  patients  NUM NUM    incidence grade NUM NUM skin toxicity NUM NUM   NUM NUM    conclusion  cetuximab-based therapies might promising first-line regimen patients advanced metastatic kras wild-type colorectal cancer japan   regimens associated feasible incidence serious toxicity,old,Serious
evaluate treatment efficacies toxicities concurrent cetuximab-based bioradiotherapy  brt  cisplatin-based chemoradiotherapy  crt  locally advanced nasopharyngeal carcinoma   patients previously untreated locally advanced nasopharyngeal carcinoma matched pairs  enrolled study   patients given either brt crt   survival outcomes  toxicities  prognostic factors evaluated   total NUM patients enrolled   NUM-year overall survival NUM NUM  NUM NUM  crt brt arm  respectively  p NUM NUM  NUM-year dfs NUM NUM  NUM NUM   respectively  p NUM NUM   toxicity analysis  crt arm significant decrease white blood cell  platelet  hemoglobin  severe vomiting  severe skin reactions mucositis shown brt arm   brt less efficacious traditional crt   lead different aspects toxicities   patients cannot stand severe toxicities caused crt  brt could ideal alternative,old,Serious
despite advances treatment multiple myeloma  remains incurable disease  relapses resistances frequently observed  recently  immunotherapies  particular  monoclonal antibodies  become important treatment options anticancer therapies   elotuzumab humanized monoclonal antibody signaling lymphocytic activation molecule fNUM  highly expressed myeloma cells  lower extent  selected leukocyte subsets natural killer cells   directly activating natural killer cells antibody-dependent cell-mediated cytotoxicity  elotuzumab exhibits dual mechanism action leading myeloma cell death minimal effects normal tissue   several nonclinical models multiple myeloma  elotuzumab effective single agent combination standard myeloma treatments  supporting use elotuzumab patients   combination lenalidomide dexamethasone  elotuzumab showed significant increase tumor response rates progression-free survival patients relapsed refractory multiple myeloma   review summarizes nonclinical clinical development elotuzumab single agent combination established therapies treatment multiple myeloma,old,Serious
pregnancy strongly influences thyroid gland function   thyroid guidelines recommend NUM NUM  increase preconceptional levothyroxine dose women hypothyroidism  pregnancy diagnosed  case   NUM year-old  NUM-week pregnant woman hypothyroidism  presents NUM-week history palpitations  sweating  nervousness fatigue  physical examination shows tachycardia  NUM bpm   distal tremors diffuse goiter   biochemical confirmation hyperthyroidism  levothyroxine dose reduced finally interrupted   propylthiouracil started maintained delivery healthy baby week NUM   two weeks postpartum  hyperthyroidism worsens propylthiouracil replaced methimazole   eighteen months delivery NUM NUM mci NUMiodine given   two months later  hypothyroidism developed levothyroxine initiated  conclusion   although conversion hashimoto hypothyroidism graves  disease exceptional pregnancy  pregnant women autoimmune hypothyroidism ideally tsh concentrations measured empirically increasing levothyroxine dose,old,Non-Serious
study evaluate effectiveness metformin versus insulin glycemic control investigate maternal neonatal outcomes women gestational diabetes mellitus  pregnant women gestational diabetes randomized either receive metformin  n NUM  insulin  n NUM    inclusion criteria singleton pregnancy  following healthy diet performing exercise least one week without satisfactory blood glucose level  risk factor contributing lactic acidosis  anatomic chromosome anomalies   two patients excluded study due lost follow-up   mean score bmi fbs treatment similar two groups    mean score NUM hours blood sugar insulin group  NUM NUM  - NUM NUM mg dl  significantly higher metformin group  NUM NUM  - NUM NUM mg dl   p NUM NUM    weight gain metformin group slightly lower insulin group   p NUM NUM    proportion neonatal hypoglycemia insulin group higher metformin group  NUM vs NUM  p NUM NUM    neonatal outcomes iugr  iufd  fetal anomaly  polyhydramnios  macrosomia  oligohydramnios  nicu stay differ significantly two groups   conclusion  metformin compatible effect insulin decreasing adverse maternal neonatal outcomes even parameters neonatal hypoglycemia works better   totally  metformin safe effectiveness controlling gestational diabetes mellitus,old,Serious
local lipohypertrophy due recombinant human growth hormone  rhgh  administration rare phenomenon    report case NUM-year-old girl presented paraumbilical swelling  approximately one year start rhgh treatment short stature due presumed diagnosis partial growth hormone insensitivity  ultrasound imaging revealed asymmetric distribution subcutaneous fat tissue rhgh administration site  indicating local lipohypertrophy  sparing routine injection site alternating sites  swelling disappeared within NUM months   although precise cause local lipohypertrophy resulting rhgh administration still unclear  might related presumed diagnosis partial growth hormone insensitivity,old,Serious
epidermal growth factor receptor  egfr  inhibitor  targeted therapy field oncology  new drugs suggested cause acneiform eruptions   unresponsiveness conventional acne therapy pivotal reason seeking alternatives treat drug-induced acneiform eruptions  NUM-year-old female treated cetuximab  egfr inhibitor presented numerous sized erythematous papules pustules face   responses oral medications topical application poor   treated two passes non-ablative NUM nm fractional erbium glass laser topical clindamycin   three laser sessions  skin lesions improved dramatically without side effects   currently single effective treatment acneiform eruption   report shed light possibility non-ablative fractional laser alternative recalcitrant drug-induced acneiform eruptions,old,Serious
drug-induced gingival overgrowth  go  associated phenytoin  cyclosporine  calcium channel blocker therapies   study reports case NUM-year-old girl referred evaluation go  occurred last NUM months   medical history included liver transplant due biliary atresia NUM years ago  immunosuppressive therapy  hypertension  started daily intake amlodipine   intraoral examination showed generalized go  treatment consisted gingivectomy   subsequently  amlodipine replaced captopril oral hygiene instructions   recurrence go NUM months follow-up   although go may related chronic use amlodipine  association uncommon pediatrics  treatment consists replacement medication combined surgical approach plaque control,old,Serious
duodenal ulcer  du  disease affecting NUM  active population incidence decreasing past years   well-known drug causing du nsaids   case patient suffering duodenal bulb perforation  dbp  treated acetylsalicylic acid  aa  nicorandil  also known worsen du   NUM year-old woman admitted confusional syndrome   medical history include alzheimer disease  hypercholesterolemia  high blood pressure acute coronary syndrome  acs  NUM aa NUM mg nicorandil NUM mg   NUM NUM  omeprazole  proton pump inhibitor  ppi  started epigastric pain  february NUM  hospitalised generalised peritonitis due dbp   one month later  hospitalised recurrence du suspected  justified nicorandil discontinuation   gastric disorders resolved thirty days later   key conclusions  patient may experienced two occurrences du   nicorandil-aa long-term association probably led dbp  serious rare du complication  acs history meant aa risk-benefit ratio favour maintenance   considering nicorandil-only discontinuation led symptoms resolution  likely dbp origin iatrogenic omeprazole sufficient prevent aa gastric adverse reaction  nicorandil-aa long-term association showed increased risk du dbp   early ppi initiation clinical surveillance adverse reaction control discussed every nicorandil-aa association,old,Non-Serious
apostrophe中文,old,Non-Serious
cetuximab remarkable relatively high rate severity hypersensitivity reactions  hr  reported literature  screening cetuximab-specific ige serum via immunoassay found useful preventing hr  however  tests known low positive predictive rate   attempt remedy  evaluated interaction cetuximab ige basophils predicting severe cetuximab-induced hr   twelve head neck cancer patients enrolled single-institution study  four history cetuximab-induced hr eight history  cetuximab-specific galactose- alpha -NUM NUM-galactose   alpha -gal  specific iges serum measured vitro using enzyme-linked immunosorbent assay  elisa    ige-cetuximab binding basophils also analyzed evaluate decrease cetuximab molecules basophils dissociation ige fc epsilon ri   positive predictive value associated presence cetuximab-  alpha -gal-specific ige serum found NUM NUM  whereas negative predictive value NUM NUM   hand  four patients developed hr  cetuximab molecules basophils decreased significantly due dissociation ige basophils  p   NUM NUM    however  case patients develop hr   conclusion  results strongly imply ige-cetuximab interaction basophils may key developing improved methods predicting severe cetuximab-induced hr,old,Serious
overexpression epidermal growth factor receptor found NUM   patients locoregionally advanced nasopharyngeal carcinoma  npc  associated shorter survival   work  evaluated feasibility adding cetuximab concurrent cisplatin radiotherapy  rt  locoregionally advanced npc   twenty-eight patients locoregionally advanced npc received combination therapy retrospectively reviewed short-term efficacy evaluated   grade NUM-NUM oral mucositis occurred NUM  NUM NUM    patients   grade NUM radiotherapy-related dermatitis occurred seven patients  NUM      three patients  NUM NUM    grade NUM one patient  NUM NUM    grade NUM cetuximab-related acneiform rashes   grade NUM-NUM skin mucosal toxic effects manageable reversible   median follow-up NUM NUM months  NUM   ci NUM NUM-NUM NUM months   NUM-year progression-free survival NUM NUM    NUM   ci NUM NUM-NUM NUM      conclusion  concurrent administration cetuximab  cisplatin rt feasible strategy locoregionally advanced npc   preliminary survival data compare favorably historic data follow-up warranted,old,Serious
mechanism antidepressant effect bupropion fully understood   besides  using treatment depression  found effective reducing withdrawal symptoms due smoking cessation  NUM-year-old female patient history depression admitted emergency department hour ingestion bupropion  quetiapine  levothyroxine high doses commit suicide   accepting intensive care unit  awake  alert  disoriented agitated  NUM  h  patient generalized tonic-clonic seizure   necessary treatment given NUM  h later hemodynamic improvement  patients  mental status improved bupropion may cause unusual behaviors delusions  paranoia  hallucinations  confusion   risk seizure strongly dose-dependent   want emphasize importance early gastric lavage administration activated charcoal,old,Serious
study monitor adverse drug reactions reported various departments tertiary care hospital northeast india   reported adverse drug reactions analysed causality severity assessment   methods  cross sectional study conducted tertiary care hospital guwahati  northeast india  NUM  months  patients age either sex included   adverse drug reactions reported physicians hospital causality severity assessments performed per naranjo hartwig assessment criteria respectively   descriptive statistics used data analysis   results  total NUM adverse drug reactions reported various departments tertiary care hospital   adverse drug reactions observed age group NUM-NUM  year  acne  NUM  commonly reported reaction   topical steroids  betamethasone sodium phosphate clobetasol reported induce maximum number reactions  NUM    skin  NUM  NUM NUM   commonly affected organ system  adverse drug reactions possible  NUM  NUM NUM   mild  NUM  NUM   nature   conclusions  topical steroid  betamethasone sodium phosphate  reported induce adverse drug reactions majority patients   commonly reported reaction acne,old,Non-Serious
compare efficacy safety NUM NUM NUM NUM iu vitamin-d single-oral dose treatment vitamin-d deficiency  vdd  young children  NUM mo - NUM y    methods  double-blind randomized control trial  clinical trail registration-ctri NUM NUM NUM  conducted pediatric out-patient department  opd  tertiary-care referral hospital   children  NUM mo - NUM y  clinical radiological features suggestive vdd screened  found NUM oh d NUM ng ml meeting inclusion exclusion criteria enrolled taking informed consent   randomized two groups  one receiving NUM NUM NUM NUM iu vitamin-d orally stat  stoss-therapy    primary outcome measure proportion children developing hypercalcemia hypercalciuria day NUM-NUM post-therapy  secondary outcome measures proportion children hypercalciuria day NUM-NUM  hypercalcemia hypercalciuria day NUM-NUM NUM oh d sufficiency day NUM-NUM post-therapy   results  sixty children  NUM group randomized two study groups   baseline variables comparable two groups   primary outcome measure  proportion children hypercalcemia hypercalciuria NUM - NUMth d  NUM NUM    NUM NUM  NUM NUM NUM NUM    NUM NUM  NUM NUM iu group  p   NUM NUM    secondary outcome measures -  proportion children hypercalciuria  NUM-NUMth d  NUM NUM    NUM NUM  NUM NUM NUM    NUM NUM  NUM NUM group  p   NUM NUM   ii  proportion children hypercalcemia hypercalciuria  NUM-NUMth d  NUM NUM    NUM NUM  NUM NUM NUM    NUM NUM  NUM NUM group  p   NUM NUM   iii  children groups NUM oh d levels sufficiency range  NUM-NUMth d    sample size significant difference group could established   conclusions  superiority NUM NUM NUM NUM iu vitamin-d single-dose oral therapy vdd children  NUM mo - NUM y  terms safety could established sample size  although prevalence hypercalcemia hypercalciuria observed NUM NUM iu group  regimens effective treating vdd NUM-NUMth d post-therapy,old,Non-Serious
case  NUM-year-old japanese woman diabetes mellitus admitted hypoglycemia   diabetes good control glimepiride  voglibose  exenatide  metformin years   although overt proteinuria observed  serum creatinine values within normal range routine outpatient follow-up   hypoglycemic attack caused glimepiride loss appetite urinary tract infection diagnosed    metformin-associated lactic acidosis acute renal failure caused dehydration detected   outcome  condition improved continuous veno-venous hemodiafiltration hemodialysis  known useful remove metformin   conclusion  reported case metformin-associated lactic acidosis hypoglycemia routine treatment diabetes successfully rescued early renal replacement therapy,old,Serious
assess tolerance potential nutritional consequences long-term repeated doses peg NUM  NUM NUM g day  elderly patients chronic constipation compared lactulose  NUM-NUM g day   design  single blind  randomised  multicentre  parallel group comparative study   setting  communitydwelling patients nursing homes residents aged NUM years older history chronic constipation   treatment intervention  peg NUM  NUM-NUM g day  lactulose  NUM-NUM g day  six months   assessments  clinical nutritional status  mini nutritional assessment   blood stool samples taken baseline three six months assay nutritional absorption parameters  patient diary documented digestive symptoms adverse events recorded   information efficacy  stool frequency consistency  collected secondary outcome measure   results  NUM patients screened  NUM eligible patients constituted itt population  peg NUM  n   NUM  lactulose group  n   NUM    proportion patients receiving peg NUM abnormal levels electrolytes  nutritional markers vitamins significantly change six months initiating laxative treatment differ two groups   d-xylose challenge test  proportion patients abnormally low xylosaemia  suggesting malabsorption  varied NUM NUM  baseline NUM NUM  six months peg NUM group NUM NUM  NUM NUM  lactulose group  significant between-group within-group differences   proportion patients poor nutritional status  mna score  NUM  varied NUM NUM  baseline NUM NUM  NUM months peg NUM group NUM NUM  NUM NUM  lactulose group   changes stool fat total soluble stool nitrogen observed minority patients stool analysis performed   significantly higher stool frequency  p  NUM NUM  improved stool consistency  p  NUM NUM  observed peg NUM group compared lactulose group monthly evaluation period   conclusions  six months treatment peg NUM  clinically relevant changes biochemical nutritional parameters unanticipated treatment-related adverse events detected  demonstrating good clinical tolerance peg NUM population elderly constipated patients   tolerance associated better clinical efficacy peg NUM compared lactulose,old,Serious
schistosomiasis widespread helminthic infection sometimes may affect travelers endemic areas   report case urogenital placental schistosomiasis NUM-year-old german woman exposed schistosomiasis lake malawi one year earlier   experienced painless macrohaematuria NUMst week pregnancy  cystoscopy revealed vesical lesions typical urogenital schistosomiasis   histopathology confirmed ova schistosoma    haematobium   patient treated praziquantel NUM mg kg body weight day NUM days   NUM days gestation NUM weeks post treatment  patient delivered healthy girl   histopathology placenta revealed eggs  haematobium placental stroma   infant proved negative anti-schistosoma spp  antibodies age NUM months   first report placental schistosomiasis since NUM first case occurring traveler,old,Non-Serious
study conducted demonstrate efficacy safety lixilan  iglarlixi   novel  titratable  fixed-ratio combination insulin glargine  iglar   NUM units  lixisenatide  compared iglar patients type NUM diabetes inadequately controlled basal insulin without two oral glucoselowering agents   research design methods NUM-week run-in iglar introduced titrated  oral antidiabetic drugs metformin stopped  NUM basal insulin-treated patients  mean diabetes duration NUM years  bmi NUM kg mNUM randomized NUM NUM open-label  once-daily iglarlixi iglar  titrated fasting plasma glucose  NUM mg dl   NUM NUM mmol mol  maximum dose NUM units day   primary outcome change hba  NUMc   levels NUM weeks   results hba  NUMc   decreased NUM NUM   NUM mmol mol  NUM NUM   NUM mmol mol  run-in period   randomization  iglarlixi showed greater reductions hba  NUMc   baseline compared iglar  -NUM NUM  vs  -NUM NUM   p   NUM NUM   reaching amean final hba  NUMc   NUM NUM   NUM mmol mol  compared NUM NUM   NUM mmol mol  iglar  hba  NUMc    NUM NUM   NUM mmol mol  achieved NUM  iglarlixi patients compared NUM  iglar   mean body weight decreased NUM NUM kg iglarlixi increased NUM NUM kg iglar  NUM NUM kg difference  p   NUM NUM    documented symptomatic hypoglycemia   ltoreq NUM mg dl  comparable groups   mild gastrointestinal adverse effects low frequent iglarlixi   conclusions compared iglar  substantially higher proportion iglarlixi-treated patients achieved glycemic targets beneficial effect body weight  additional risk hypoglycemia  low levels gastrointestinal adverse effects inadequately controlled  basal insulin-treated  long-standing type NUM diabetes,old,Death / Life Threatening
metformin biguanide derivative widely used oral antihyperglycemic drug   skin common site adverse drug reactions   literature describes rash appearing use sulfonylureas   skin rash related metformin rare exceptional   report case NUM-year old man  diabetes particular antecedents  developed psoriasis-like rash  NUM months introducing metformin hydrochloride   clinical laboratory data excluded presence systemic diseases   lesions disappeared within NUM months discontinuation metformin  rechallenge metformin accompanied psoriasiform eruption   observation discuss historic case psoriasiform eruptions occurred metformin administration type NUM diabetic patient newly diagnosed   emphasizes need consider adverse effects drugs differential diagnosis reduce medical errors unnecessarily expensive exams,old,Non-Serious
metformin first line therapy typeNUM diabetes  metformin-associated lactic acidosis  mala  rare  NUM  mortality rate   mala risk factors renal impairment secondary event like cirrhosis  sepsis hypoperfusion   metformin contraindications include moderate severe renal dysfunction  hepatic insufficiency circulatory dysfunction   elderly patients risk group metformin treatment   case report NUM year old male  autonomous  admitted emergency department shock   medical history typeNUM diabetes  essential hypertension mild cognitive impairment   medicated metformin  furosemide ramipril   admission unresponsive  immensurable arterial blood pressure  respiratory rate NUM per minute ventricular escape rhythm   atropine administered response   analysis revealed severe lactic acidosis ph NUM NUM lactate  NUM mg dl  acute renal failure elevated inflammatory parameters   patient started antibiotics resuscitation crystalloid fluids clinical benefit   mala admitted   putted renal dialysis progressive correction lactic acidosis renal function recovery   NUM dialysis sessions patient recovered renal insufficiency discharged NUM days hospital admission   metformin furosemide removed prescription   patient remains alive autonomous month hospital discharge   conclusions  case brings malato attention  underlining need thoughtful metformin use details seriousness mala elderly patient  focusing need high clinical suspicion improve outcomes,old,Serious
type NUM diabetes mellitus  tNUMdm  treatment generally requires multiple antihyperglycemic agents   diet  exercise  treatment sulfonylurea metformin achieve glycemic goals  several options available   present study evaluated efficacy tolerability sitagliptin NUMmg day added therapy sulfonylurea metformin   methods  patients hbaNUMc  gtoreq NUM NUM   ltoreq NUM NUM  sulfonylurea metformin randomized NUM NUM sitagliptin NUMmg day placebo NUMweeks   week NUM  patients placebo group switched pioglitazone NUMmg day groups continued treatment another NUMweeks   results  NUM patients randomized  NUM  NUM NUM   completed study   week NUM  significantly greater  p  NUM NUM  mean reductions baseline seen sitagliptin versus placebo group hbaNUMc  -NUM NUM  vs -NUM NUM   respectively   NUM-h post-meal glucose  -NUM NUM vs -NUM NUMmmol l  respectively  fasting plasma glucose  -NUM NUM vs NUM NUMmmol l  respectively    week NUM  improvements glycemic control continued   week NUM  incidence adverse events  aes  numerically greater sitagliptin placebo  primarily higher incidence hypoglycemia   week NUM  incidence aes similar groups  primarily higher incidence hypoglycemia edema placebo pioglitazone group week NUM  meaningful change body weight increase placebo pioglitazone group week NUM   conclusions  study  sitagliptin NUMmg day generally well tolerated provided improvement glycemic control added combination sulfonylurea metformin patients tNUMdm,old,Serious
offspring born following maternal gestational diabetes risk excessive childhood weight gain type NUM diabetes childhood  turn associated increased rate hypertension  methods  offspring women gestational diabetes assigned either open treatment metformin  supplemental insulin required  insulin mig trial followed NUM years age   oscillometric measurement bp right arm performed researcher using appropriately sized cuff   results  total NUM measurement blood pressure measurements obtained NUM NUM children seen median  range  age NUM  NUM-NUM  months corrected gestational age   time assessment mean  sd  weight height NUM NUM NUM  kg NUM  NUM NUM  cm respectively   whole group mean  sd  systolic pressure NUM NUM  NUM NUM  mmhg mean  sd  diastolic pressure NUM NUM  NUM NUM  mmhg   difference found metformin insulin treatment arms   regression model  height weight two factors associated levels systolic blood pressure   additional kg systolic blood pressure increased NUM NUM mmhg   additional cm height systolic blood pressure increased NUM NUM mmhg   conclusions  blood pressure data obtained approximately two years age substantial cohort children whose mothers received treatment gdm  novel data compare favorably published norms   clinical trials registry  study registered australian new zealand clinical trials registry  actrnNUM,old,Non-Serious
assess efficacy safety low-dose prednisone chronotherapy using new modified-release  mr  formulation treatment rheumatoid arthritis  ra    methods  NUM-week  double-blind  placebo-controlled study  patients active ra  n NUM  randomised NUM NUM receive mr prednisone NUM mg placebo daily evening addition existing ra disease-modifying antirheumatic drug  dmard  treatment   primary end point percentage patients achieving NUM  improvement ra signs symptoms according american college rheumatology criteria  ie  acrNUM response  week NUM   changes morning pain  duration morning stiffness  NUM-joint disease activity score health-related quality life also assessed   results  mr prednisone plus dmard treatment produced higher response rates acrNUM  NUM  vs NUM   p NUM NUM  acrNUM  NUM  vs NUM   p NUM NUM  greater median relative reduction baseline morning stiffness  NUM  vs NUM   p NUM NUM  week NUM placebo plus dmard treatment   significantly greater reductions severity ra  disease activity score NUM   p NUM NUM  fatigue  functional assessment chronic illness therapy-fatigue score   p NUM NUM  well greater improvement physical function  NUM-item short-form health survey score   p NUM NUM  seen week NUM mr prednisone versus placebo   incidence adverse events similar mr prednisone  NUM   placebo  NUM     conclusion  low-dose mr prednisone added existing dmard treatment produced rapid relevant improvements ra signs symptoms   clinicaltrials gov  number nctNUM  copyright article author  employer  NUM,old,Non-Serious
